scenario,policy,scenario_seed,requests,delivered,on_time,rejected,travel_ticks,total_delay,reward,unfinished,on_time_rate,completion_rate,mean_delay,travel_per_delivery
standard,deadline,100234,19,15,15,4,40,0,104.00000000000003,0,0.7894736842105263,0.7894736842105263,0.0,2.6666666666666665
standard,deadline,100235,17,16,16,1,41,0,137.6500000000001,0,0.9411764705882353,0.9411764705882353,0.0,2.5625
standard,deadline,100236,12,12,12,0,43,0,104.95000000000002,0,1.0,1.0,0.0,3.5833333333333335
standard,deadline,100237,10,10,10,0,39,0,86.35000000000002,0,1.0,1.0,0.0,3.9
standard,deadline,100238,12,11,11,1,37,0,89.05000000000004,0,0.9166666666666666,0.9166666666666666,0.0,3.3636363636363638
standard,deadline,100239,14,14,14,0,46,0,123.90000000000006,0,1.0,1.0,0.0,3.2857142857142856
standard,deadline,100240,11,11,11,0,36,0,97.40000000000006,0,1.0,1.0,0.0,3.272727272727273
standard,deadline,100241,14,14,14,0,40,0,126.00000000000006,0,1.0,1.0,0.0,2.857142857142857
standard,deadline,100242,19,14,9,4,48,11,75.50000000000001,1,0.47368421052631576,0.7368421052631579,0.7857142857142857,3.4285714285714284
standard,deadline,100243,12,12,12,0,39,0,106.35,0,1.0,1.0,0.0,3.25
standard,deadline,100244,15,14,11,1,48,6,111.00000000000006,0,0.7333333333333333,0.9333333333333333,0.42857142857142855,3.4285714285714284
standard,deadline,100245,17,17,17,0,43,0,154.9500000000001,0,1.0,1.0,0.0,2.5294117647058822
standard,deadline,100246,13,12,9,1,44,13,87.50000000000007,0,0.6923076923076923,0.9230769230769231,1.0833333333333333,3.6666666666666665
standard,deadline,100247,8,8,8,0,30,0,69.49999999999999,0,1.0,1.0,0.0,3.75
standard,deadline,100248,15,12,4,3,47,24,62.75000000000002,0,0.26666666666666666,0.8,2.0,3.9166666666666665
standard,deadline,100249,12,12,11,0,39,1,105.65000000000009,0,0.9166666666666666,1.0,0.08333333333333333,3.25
standard,deadline,100250,15,14,14,1,39,0,118.35,0,0.9333333333333333,0.9333333333333333,0.0,2.7857142857142856
standard,deadline,100251,11,10,10,0,42,0,75.90000000000003,1,0.9090909090909091,0.9090909090909091,0.0,4.2
standard,deadline,100252,16,14,12,1,48,4,104.40000000000006,1,0.75,0.875,0.2857142857142857,3.4285714285714284
standard,deadline,100253,12,12,12,0,36,0,107.40000000000006,0,1.0,1.0,0.0,3.0
standard,deadline,100254,13,13,13,0,43,0,114.95000000000007,0,1.0,1.0,0.0,3.3076923076923075
standard,deadline,100255,16,15,11,1,48,10,118.20000000000006,0,0.6875,0.9375,0.6666666666666666,3.2
standard,deadline,100256,17,13,8,4,41,16,72.45,0,0.47058823529411764,0.7647058823529411,1.2307692307692308,3.1538461538461537
standard,deadline,100257,16,16,15,0,47,1,142.85000000000014,0,0.9375,1.0,0.0625,2.9375
standard,deadline,100258,13,12,10,0,48,11,86.80000000000007,1,0.7692307692307693,0.9230769230769231,0.9166666666666666,4.0
standard,deadline,100259,16,14,10,1,48,19,92.50000000000007,1,0.625,0.875,1.3571428571428572,3.4285714285714284
standard,deadline,100260,16,15,14,1,44,2,125.20000000000007,0,0.875,0.9375,0.13333333333333333,2.933333333333333
standard,deadline,100261,18,14,7,4,48,22,75.80000000000004,0,0.3888888888888889,0.7777777777777778,1.5714285714285714,3.4285714285714284
standard,deadline,100262,16,14,12,0,48,7,95.30000000000007,2,0.75,0.875,0.5,3.4285714285714284
standard,deadline,100263,15,13,7,2,47,13,88.45000000000005,0,0.4666666666666667,0.8666666666666667,1.0,3.6153846153846154
standard,deadline,100264,18,16,13,2,48,10,120.2000000000001,0,0.7222222222222222,0.8888888888888888,0.625,3.0
standard,deadline,100265,15,15,13,0,44,8,129.00000000000006,0,0.8666666666666667,1.0,0.5333333333333333,2.933333333333333
standard,deadline,100266,8,8,8,0,38,0,66.69999999999999,0,1.0,1.0,0.0,4.75
standard,deadline,100267,16,14,12,1,47,5,101.25000000000006,1,0.75,0.875,0.35714285714285715,3.357142857142857
standard,deadline,100268,15,14,12,1,46,4,113.10000000000008,0,0.8,0.9333333333333333,0.2857142857142857,3.2857142857142856
standard,deadline,100269,14,14,14,0,39,0,126.35000000000008,0,1.0,1.0,0.0,2.7857142857142856
standard,deadline,100270,13,13,13,0,43,0,114.95000000000005,0,1.0,1.0,0.0,3.3076923076923075
standard,deadline,100271,18,14,9,4,48,9,84.90000000000002,0,0.5,0.7777777777777778,0.6428571428571429,3.4285714285714284
standard,deadline,100272,18,11,6,6,47,32,10.249999999999984,1,0.3333333333333333,0.6111111111111112,2.909090909090909,4.2727272727272725
standard,deadline,100273,17,13,6,4,48,24,64.4,0,0.35294117647058826,0.7647058823529411,1.8461538461538463,3.6923076923076925
standard,deadline,100274,17,13,7,3,48,19,67.20000000000005,1,0.4117647058823529,0.7647058823529411,1.4615384615384615,3.6923076923076925
standard,deadline,100275,13,13,13,0,39,0,116.35000000000008,0,1.0,1.0,0.0,3.0
standard,deadline,100276,20,16,14,4,42,2,111.90000000000003,0,0.7,0.8,0.125,2.625
standard,deadline,100277,15,15,14,0,48,1,132.50000000000006,0,0.9333333333333333,1.0,0.06666666666666667,3.2
standard,deadline,100278,9,9,9,0,37,0,77.04999999999998,0,1.0,1.0,0.0,4.111111111111111
standard,deadline,100279,15,15,14,0,48,1,132.50000000000009,0,0.9333333333333333,1.0,0.06666666666666667,3.2
standard,deadline,100280,15,15,12,0,46,8,128.3000000000001,0,0.8,1.0,0.5333333333333333,3.066666666666667
standard,deadline,100281,16,14,10,1,48,19,93.90000000000003,1,0.625,0.875,1.3571428571428572,3.4285714285714284
standard,deadline,100282,18,17,17,0,48,0,145.20000000000013,1,0.9444444444444444,0.9444444444444444,0.0,2.823529411764706
standard,deadline,100283,15,13,8,2,45,17,86.35000000000001,0,0.5333333333333333,0.8666666666666667,1.3076923076923077,3.4615384615384617
standard,deadline,100284,15,14,13,1,43,1,116.25000000000006,0,0.8666666666666667,0.9333333333333333,0.07142857142857142,3.0714285714285716
standard,deadline,100285,17,16,11,1,48,9,128.9000000000001,0,0.6470588235294118,0.9411764705882353,0.5625,3.0
standard,deadline,100286,12,12,12,0,45,0,104.25000000000006,0,1.0,1.0,0.0,3.75
standard,deadline,100287,13,13,13,0,41,0,115.65000000000003,0,1.0,1.0,0.0,3.1538461538461537
standard,deadline,100288,17,14,11,2,48,7,92.20000000000007,1,0.6470588235294118,0.8235294117647058,0.5,3.4285714285714284
standard,deadline,100289,12,12,12,0,42,0,105.30000000000003,0,1.0,1.0,0.0,3.5
standard,deadline,100290,13,13,13,0,44,0,114.60000000000005,0,1.0,1.0,0.0,3.3846153846153846
standard,deadline,100291,15,14,13,1,48,2,113.80000000000005,0,0.8666666666666667,0.9333333333333333,0.14285714285714285,3.4285714285714284
standard,deadline,100292,13,13,13,0,42,0,115.30000000000004,0,1.0,1.0,0.0,3.230769230769231
standard,deadline,100293,19,18,18,1,44,0,156.6000000000001,0,0.9473684210526315,0.9473684210526315,0.0,2.4444444444444446
standard,deadline,100294,18,14,13,4,48,1,90.50000000000003,0,0.7222222222222222,0.7777777777777778,0.07142857142857142,3.4285714285714284
standard,deadline,100295,9,9,9,0,41,0,75.65000000000002,0,1.0,1.0,0.0,4.555555555555555
standard,deadline,100296,13,13,12,0,44,1,113.90000000000006,0,0.9230769230769231,1.0,0.07692307692307693,3.3846153846153846
standard,deadline,100297,11,11,11,0,43,0,94.95000000000005,0,1.0,1.0,0.0,3.909090909090909
standard,deadline,100298,13,13,11,0,46,3,111.80000000000007,0,0.8461538461538461,1.0,0.23076923076923078,3.5384615384615383
standard,deadline,100299,12,12,9,0,45,5,100.75000000000007,0,0.75,1.0,0.4166666666666667,3.75
standard,batching,100000,12,12,12,0,31,0,109.15000000000009,0,1.0,1.0,0.0,2.5833333333333335
standard,batching,100001,15,15,7,0,46,21,119.20000000000006,0,0.4666666666666667,1.0,1.4,3.066666666666667
standard,batching,100002,14,14,11,0,43,6,120.7500000000001,0,0.7857142857142857,1.0,0.42857142857142855,3.0714285714285716
standard,batching,100003,13,13,10,0,40,4,113.20000000000009,0,0.7692307692307693,1.0,0.3076923076923077,3.076923076923077
standard,batching,100004,15,14,13,1,38,2,117.30000000000004,0,0.8666666666666667,0.9333333333333333,0.14285714285714285,2.7142857142857144
standard,batching,100005,14,13,13,1,37,0,109.05000000000001,0,0.9285714285714286,0.9285714285714286,0.0,2.8461538461538463
standard,batching,100006,16,15,14,1,43,1,126.2500000000001,0,0.875,0.9375,0.06666666666666667,2.8666666666666667
standard,batching,100007,13,13,13,0,33,0,118.45000000000005,0,1.0,1.0,0.0,2.5384615384615383
standard,batching,100008,15,13,6,2,45,32,75.85000000000004,0,0.4,0.8666666666666667,2.4615384615384617,3.4615384615384617
standard,batching,100009,16,16,16,0,40,0,146.0000000000001,0,1.0,1.0,0.0,2.5
standard,batching,100010,13,12,4,1,44,26,78.40000000000006,0,0.3076923076923077,0.9230769230769231,2.1666666666666665,3.6666666666666665
standard,batching,100011,13,13,13,0,39,0,116.35000000000005,0,1.0,1.0,0.0,3.0
standard,batching,100012,15,13,6,2,42,26,81.10000000000002,0,0.4,0.8666666666666667,2.0,3.230769230769231
standard,batching,100013,18,16,10,2,45,19,114.95000000000009,0,0.5555555555555556,0.8888888888888888,1.1875,2.8125
standard,batching,100014,23,14,8,9,43,21,38.249999999999986,0,0.34782608695652173,0.6086956521739131,1.5,3.0714285714285716
standard,batching,100015,17,14,12,3,44,3,98.50000000000003,0,0.7058823529411765,0.8235294117647058,0.21428571428571427,3.142857142857143
standard,batching,100016,14,13,10,1,45,7,101.35000000000005,0,0.7142857142857143,0.9285714285714286,0.5384615384615384,3.4615384615384617
standard,batching,100017,14,14,13,0,40,1,125.30000000000007,0,0.9285714285714286,1.0,0.07142857142857142,2.857142857142857
standard,batching,100018,14,13,11,1,42,4,104.50000000000003,0,0.7857142857142857,0.9285714285714286,0.3076923076923077,3.230769230769231
standard,batching,100019,13,11,6,2,44,36,53.400000000000006,0,0.46153846153846156,0.8461538461538461,3.272727272727273,4.0
standard,batching,100020,15,14,12,1,38,2,117.30000000000004,0,0.8,0.9333333333333333,0.14285714285714285,2.7142857142857144
standard,batching,100021,10,10,8,0,41,4,82.85000000000004,0,0.8,1.0,0.4,4.1
standard,batching,100022,14,13,13,0,42,0,107.30000000000004,1,0.9285714285714286,0.9285714285714286,0.0,3.230769230769231
standard,batching,100023,15,14,14,1,43,0,116.9500000000001,0,0.9333333333333333,0.9333333333333333,0.0,3.0714285714285716
standard,batching,100024,17,13,5,2,46,24,58.80000000000004,2,0.29411764705882354,0.7647058823529411,1.8461538461538463,3.5384615384615383
standard,batching,100025,11,11,11,0,34,0,98.10000000000011,0,1.0,1.0,0.0,3.090909090909091
standard,batching,100026,15,12,8,3,38,18,70.1,0,0.5333333333333333,0.8,1.5,3.1666666666666665
standard,batching,100027,12,12,11,0,35,2,106.35000000000005,0,0.9166666666666666,1.0,0.16666666666666666,2.9166666666666665
standard,batching,100028,19,17,16,2,45,1,137.55000000000013,0,0.8421052631578947,0.8947368421052632,0.058823529411764705,2.6470588235294117
standard,batching,100029,16,14,8,2,46,38,81.30000000000001,0,0.5,0.875,2.7142857142857144,3.2857142857142856
standard,batching,100030,12,12,12,0,32,0,108.8000000000001,0,1.0,1.0,0.0,2.6666666666666665
standard,batching,100031,15,11,5,4,39,23,48.24999999999999,0,0.3333333333333333,0.7333333333333333,2.090909090909091,3.5454545454545454
standard,batching,100032,15,15,12,0,39,5,132.85000000000005,0,0.8,1.0,0.3333333333333333,2.6
standard,batching,100033,13,13,13,0,38,0,116.70000000000005,0,1.0,1.0,0.0,2.923076923076923
standard,batching,100034,14,12,11,2,39,3,88.25000000000003,0,0.7857142857142857,0.8571428571428571,0.25,3.25
standard,batching,100035,17,14,11,3,38,6,98.50000000000003,0,0.6470588235294118,0.8235294117647058,0.42857142857142855,2.7142857142857144
standard,batching,100036,20,13,5,6,44,43,28.499999999999993,1,0.25,0.65,3.3076923076923075,3.3846153846153846
standard,batching,100037,16,13,7,2,44,22,74.50000000000001,1,0.4375,0.8125,1.6923076923076923,3.3846153846153846
standard,batching,100038,12,12,11,0,37,1,106.35000000000008,0,0.9166666666666666,1.0,0.08333333333333333,3.0833333333333335
standard,batching,100039,11,11,11,0,31,0,99.15000000000003,0,1.0,1.0,0.0,2.8181818181818183
standard,batching,100040,13,13,12,0,27,1,119.85000000000005,0,0.9230769230769231,1.0,0.07692307692307693,2.076923076923077
standard,batching,100041,13,13,13,0,39,0,116.35000000000008,0,1.0,1.0,0.0,3.0
standard,batching,100042,13,13,13,0,33,0,118.45000000000007,0,1.0,1.0,0.0,2.5384615384615383
standard,batching,100043,17,17,17,0,43,0,154.9500000000001,0,1.0,1.0,0.0,2.5294117647058822
standard,batching,100044,13,13,13,0,34,0,118.10000000000008,0,1.0,1.0,0.0,2.6153846153846154
standard,batching,100045,15,13,8,2,40,16,88.80000000000004,0,0.5333333333333333,0.8666666666666667,1.2307692307692308,3.076923076923077
standard,batching,100046,16,12,7,4,42,20,59.3,0,0.4375,0.75,1.6666666666666667,3.5
standard,batching,100047,19,16,14,3,43,5,117.45000000000006,0,0.7368421052631579,0.8421052631578947,0.3125,2.6875
standard,batching,100048,14,14,13,0,40,1,125.30000000000011,0,0.9285714285714286,1.0,0.07142857142857142,2.857142857142857
standard,batching,100049,17,13,8,4,43,13,73.85000000000002,0,0.47058823529411764,0.7647058823529411,1.0,3.3076923076923075
standard,batching,100050,17,13,6,4,41,30,62.65000000000001,0,0.35294117647058826,0.7647058823529411,2.3076923076923075,3.1538461538461537
standard,batching,100051,17,12,4,4,44,50,29.6,1,0.23529411764705882,0.7058823529411765,4.166666666666667,3.6666666666666665
standard,batching,100052,18,13,7,4,42,20,61.300000000000004,1,0.3888888888888889,0.7222222222222222,1.5384615384615385,3.230769230769231
standard,batching,100053,16,12,6,4,43,19,59.65000000000001,0,0.375,0.75,1.5833333333333333,3.5833333333333335
standard,batching,100054,15,13,10,2,42,10,92.30000000000007,0,0.6666666666666666,0.8666666666666667,0.7692307692307693,3.230769230769231
standard,batching,100055,13,13,10,0,42,5,111.80000000000007,0,0.7692307692307693,1.0,0.38461538461538464,3.230769230769231
standard,batching,100056,15,13,12,0,42,5,91.60000000000005,2,0.8,0.8666666666666667,0.38461538461538464,3.230769230769231
standard,batching,100057,11,11,11,0,33,0,98.45000000000005,0,1.0,1.0,0.0,3.0
standard,batching,100058,12,12,12,0,34,0,108.10000000000005,0,1.0,1.0,0.0,2.8333333333333335
standard,batching,100059,13,12,7,1,39,10,91.35000000000004,0,0.5384615384615384,0.9230769230769231,0.8333333333333334,3.25
standard,batching,100060,16,15,15,1,40,0,128.00000000000009,0,0.9375,0.9375,0.0,2.6666666666666665
standard,batching,100061,14,12,6,2,42,16,78.10000000000002,0,0.42857142857142855,0.8571428571428571,1.3333333333333333,3.5
standard,batching,100062,11,11,9,0,41,4,92.85000000000007,0,0.8181818181818182,1.0,0.36363636363636365,3.727272727272727
standard,batching,100063,15,14,14,1,40,0,118.00000000000009,0,0.9333333333333333,0.9333333333333333,0.0,2.857142857142857
standard,batching,100064,17,14,9,3,39,14,92.55000000000001,0,0.5294117647058824,0.8235294117647058,1.0,2.7857142857142856
standard,batching,100065,20,14,8,5,42,31,55.599999999999994,1,0.4,0.7,2.2142857142857144,3.0
standard,batching,100066,18,17,10,1,46,22,130.50000000000009,0,0.5555555555555556,0.9444444444444444,1.2941176470588236,2.7058823529411766
standard,batching,100067,16,11,5,5,45,56,15.05,0,0.3125,0.6875,5.090909090909091,4.090909090909091
standard,batching,100068,15,15,14,0,36,1,136.70000000000007,0,0.9333333333333333,1.0,0.06666666666666667,2.4
standard,batching,100069,14,12,8,0,44,10,77.40000000000005,2,0.5714285714285714,0.8571428571428571,0.8333333333333334,3.6666666666666665
standard,batching,100070,12,12,9,0,39,10,99.35000000000004,0,0.75,1.0,0.8333333333333334,3.25
standard,batching,100071,17,14,11,3,41,9,95.35000000000005,0,0.6470588235294118,0.8235294117647058,0.6428571428571429,2.9285714285714284
standard,batching,100072,20,13,8,5,45,14,47.05000000000001,2,0.4,0.65,1.0769230769230769,3.4615384615384617
standard,batching,100073,15,14,14,1,34,0,120.10000000000002,0,0.9333333333333333,0.9333333333333333,0.0,2.4285714285714284
standard,batching,100074,18,15,11,3,43,6,106.75000000000006,0,0.6111111111111112,0.8333333333333334,0.4,2.8666666666666667
standard,batching,100075,17,16,10,1,46,15,125.4000000000001,0,0.5882352941176471,0.9411764705882353,0.9375,2.875
standard,batching,100076,17,12,8,3,46,23,47.800000000000004,2,0.47058823529411764,0.7058823529411765,1.9166666666666667,3.8333333333333335
standard,batching,100077,19,18,18,1,40,0,158.0000000000001,0,0.9473684210526315,0.9473684210526315,0.0,2.2222222222222223
standard,batching,100078,12,12,12,0,33,0,108.45000000000002,0,1.0,1.0,0.0,2.75
standard,batching,100079,13,12,8,1,37,10,92.05000000000003,0,0.6153846153846154,0.9230769230769231,0.8333333333333334,3.0833333333333335
standard,batching,100080,11,11,11,0,35,0,97.75000000000003,0,1.0,1.0,0.0,3.1818181818181817
standard,batching,100081,15,15,15,0,41,0,135.6500000000001,0,1.0,1.0,0.0,2.7333333333333334
standard,batching,100082,18,14,10,2,43,18,74.05000000000005,2,0.5555555555555556,0.7777777777777778,1.2857142857142858,3.0714285714285716
standard,batching,100083,12,12,11,0,38,1,106.00000000000003,0,0.9166666666666666,1.0,0.08333333333333333,3.1666666666666665
standard,batching,100084,18,15,14,3,40,1,111.30000000000004,0,0.7777777777777778,0.8333333333333334,0.06666666666666667,2.6666666666666665
standard,batching,100085,17,15,13,0,41,6,111.95000000000006,2,0.7647058823529411,0.8823529411764706,0.4,2.7333333333333334
standard,batching,100086,16,13,9,2,46,9,82.90000000000003,1,0.5625,0.8125,0.6923076923076923,3.5384615384615383
standard,batching,100087,12,12,12,0,25,0,111.25000000000003,0,1.0,1.0,0.0,2.0833333333333335
standard,batching,100088,13,12,11,1,35,1,99.05000000000004,0,0.8461538461538461,0.9230769230769231,0.08333333333333333,2.9166666666666665
standard,batching,100089,16,16,16,0,39,0,146.3500000000001,0,1.0,1.0,0.0,2.4375
standard,batching,100090,20,17,14,2,46,6,125.70000000000007,1,0.7,0.85,0.35294117647058826,2.7058823529411766
standard,batching,100091,17,15,7,2,45,20,104.25000000000006,0,0.4117647058823529,0.8823529411764706,1.3333333333333333,3.0
standard,batching,100092,13,12,6,0,44,22,80.50000000000004,1,0.46153846153846156,0.9230769230769231,1.8333333333333333,3.6666666666666665
standard,batching,100093,10,10,9,0,28,1,89.50000000000003,0,0.9,1.0,0.1,2.8
standard,batching,100094,12,11,8,1,40,13,78.9,0,0.6666666666666666,0.9166666666666666,1.1818181818181819,3.6363636363636362
standard,batching,100095,13,12,10,1,35,3,97.65000000000003,0,0.7692307692307693,0.9230769230769231,0.25,2.9166666666666665
standard,batching,100096,18,13,7,5,36,28,57.79999999999998,0,0.3888888888888889,0.7222222222222222,2.1538461538461537,2.769230769230769
standard,batching,100097,16,14,12,2,42,3,107.20000000000005,0,0.75,0.875,0.21428571428571427,3.0
standard,batching,100098,16,11,5,4,39,23,36.75,1,0.3125,0.6875,2.090909090909091,3.5454545454545454
standard,batching,100099,12,12,12,0,27,0,110.55000000000001,0,1.0,1.0,0.0,2.25
standard,batching,100100,18,14,9,3,46,41,61.09999999999998,1,0.5,0.7777777777777778,2.9285714285714284,3.2857142857142856
standard,batching,100101,12,12,12,0,29,0,109.85000000000005,0,1.0,1.0,0.0,2.4166666666666665
standard,batching,100102,18,13,9,5,36,14,67.59999999999998,0,0.5,0.7222222222222222,1.0769230769230769,2.769230769230769
standard,batching,100103,15,15,14,0,45,1,133.55000000000007,0,0.9333333333333333,1.0,0.06666666666666667,3.0
standard,batching,100104,15,14,9,1,42,17,105.40000000000006,0,0.6,0.9333333333333333,1.2142857142857142,3.0
standard,batching,100105,12,12,11,0,36,1,106.70000000000007,0,0.9166666666666666,1.0,0.08333333333333333,3.0
standard,batching,100106,18,16,11,2,43,18,116.35000000000005,0,0.6111111111111112,0.8888888888888888,1.125,2.6875
standard,batching,100107,17,13,6,4,42,16,72.10000000000002,0,0.35294117647058826,0.7647058823529411,1.2307692307692308,3.230769230769231
standard,batching,100108,11,11,11,0,35,0,97.75000000000006,0,1.0,1.0,0.0,3.1818181818181817
standard,batching,100109,12,12,12,0,30,0,109.50000000000006,0,1.0,1.0,0.0,2.5
standard,batching,100110,9,9,9,0,31,0,79.15000000000002,0,1.0,1.0,0.0,3.4444444444444446
standard,batching,100111,12,12,10,0,42,5,101.80000000000008,0,0.8333333333333334,1.0,0.4166666666666667,3.5
standard,batching,100112,11,11,11,0,32,0,98.80000000000004,0,1.0,1.0,0.0,2.909090909090909
standard,batching,100113,17,14,9,3,41,11,93.95000000000005,0,0.5294117647058824,0.8235294117647058,0.7857142857142857,2.9285714285714284
standard,batching,100114,15,13,12,1,42,3,96.50000000000009,1,0.8,0.8666666666666667,0.23076923076923078,3.230769230769231
standard,batching,100115,12,12,12,0,27,0,110.55000000000004,0,1.0,1.0,0.0,2.25
standard,batching,100116,19,12,9,5,39,14,36.34999999999999,2,0.47368421052631576,0.631578947368421,1.1666666666666667,3.25
standard,batching,100117,15,13,11,2,43,6,94.75,0,0.7333333333333333,0.8666666666666667,0.46153846153846156,3.3076923076923075
standard,batching,100118,11,11,11,0,24,0,101.60000000000005,0,1.0,1.0,0.0,2.1818181818181817
standard,batching,100119,18,13,8,4,43,32,52.549999999999976,1,0.4444444444444444,0.7222222222222222,2.4615384615384617,3.3076923076923075
standard,batching,100120,7,7,7,0,20,0,62.999999999999986,0,1.0,1.0,0.0,2.857142857142857
standard,batching,100121,18,17,17,1,41,0,147.65000000000012,0,0.9444444444444444,0.9444444444444444,0.0,2.411764705882353
standard,batching,100122,14,14,11,0,38,9,120.40000000000005,0,0.7857142857142857,1.0,0.6428571428571429,2.7142857142857144
standard,batching,100123,16,16,16,0,40,0,146.00000000000014,0,1.0,1.0,0.0,2.5
standard,batching,100124,20,16,15,4,43,2,111.55000000000004,0,0.75,0.8,0.125,2.6875
standard,batching,100125,15,15,13,0,45,3,132.1500000000001,0,0.8666666666666667,1.0,0.2,3.0
standard,batching,100126,18,16,14,2,45,9,121.95000000000014,0,0.7777777777777778,0.8888888888888888,0.5625,2.8125
standard,batching,100127,15,13,10,2,39,5,96.85000000000002,0,0.6666666666666666,0.8666666666666667,0.38461538461538464,3.0
standard,batching,100128,15,14,14,0,45,0,116.25000000000013,1,0.9333333333333333,0.9333333333333333,0.0,3.2142857142857144
standard,batching,100129,16,14,9,2,40,14,100.20000000000005,0,0.5625,0.875,1.0,2.857142857142857
standard,batching,100130,18,13,4,4,42,28,53.60000000000001,1,0.2222222222222222,0.7222222222222222,2.1538461538461537,3.230769230769231
standard,batching,100131,15,14,11,1,41,7,112.75000000000007,0,0.7333333333333333,0.9333333333333333,0.5,2.9285714285714284
standard,batching,100132,19,16,12,3,45,11,112.5500000000001,0,0.631578947368421,0.8421052631578947,0.6875,2.8125
standard,batching,100133,15,13,6,2,43,19,85.65000000000006,0,0.4,0.8666666666666667,1.4615384615384615,3.3076923076923075
standard,batching,100134,12,12,12,0,36,0,107.40000000000003,0,1.0,1.0,0.0,3.0
standard,batching,100135,9,9,8,0,24,1,80.89999999999999,0,0.8888888888888888,1.0,0.1111111111111111,2.6666666666666665
standard,batching,100136,12,12,10,0,37,3,104.95000000000007,0,0.8333333333333334,1.0,0.25,3.0833333333333335
standard,batching,100137,16,15,7,1,43,23,110.85000000000007,0,0.4375,0.9375,1.5333333333333334,2.8666666666666667
standard,batching,100138,9,9,7,0,36,6,73.2,0,0.7777777777777778,1.0,0.6666666666666666,4.0
standard,batching,100139,12,12,12,0,35,0,107.75000000000006,0,1.0,1.0,0.0,2.9166666666666665
standard,batching,100140,11,11,8,0,34,9,91.80000000000001,0,0.7272727272727273,1.0,0.8181818181818182,3.090909090909091
standard,batching,100141,14,13,9,1,41,8,102.05000000000005,0,0.6428571428571429,0.9285714285714286,0.6153846153846154,3.1538461538461537
standard,batching,100142,13,12,9,1,41,11,89.95,0,0.6923076923076923,0.9230769230769231,0.9166666666666666,3.4166666666666665
standard,batching,100143,17,13,6,3,44,28,61.60000000000001,1,0.35294117647058826,0.7647058823529411,2.1538461538461537,3.3846153846153846
standard,batching,100144,12,12,11,0,39,1,105.65000000000003,0,0.9166666666666666,1.0,0.08333333333333333,3.25
standard,batching,100145,11,10,9,1,34,5,76.60000000000002,0,0.8181818181818182,0.9090909090909091,0.5,3.4
standard,batching,100146,15,15,13,0,35,2,136.3500000000001,0,0.8666666666666667,1.0,0.13333333333333333,2.3333333333333335
standard,batching,100147,15,15,14,0,38,1,136.00000000000009,0,0.9333333333333333,1.0,0.06666666666666667,2.533333333333333
standard,batching,100148,15,14,13,0,45,2,113.45000000000007,1,0.8666666666666667,0.9333333333333333,0.14285714285714285,3.2142857142857144
standard,batching,100149,13,13,13,0,33,0,118.45000000000007,0,1.0,1.0,0.0,2.5384615384615383
standard,batching,100150,11,10,8,1,27,6,78.35000000000004,0,0.7272727272727273,0.9090909090909091,0.6,2.7
standard,batching,100151,17,14,8,3,46,23,83.80000000000008,0,0.47058823529411764,0.8235294117647058,1.6428571428571428,3.2857142857142856
standard,batching,100152,13,13,13,0,30,0,119.50000000000006,0,1.0,1.0,0.0,2.3076923076923075
standard,batching,100153,11,11,11,0,31,0,99.15000000000008,0,1.0,1.0,0.0,2.8181818181818183
standard,batching,100154,15,14,11,1,38,3,116.60000000000007,0,0.7333333333333333,0.9333333333333333,0.21428571428571427,2.7142857142857144
standard,batching,100155,14,13,11,1,40,5,104.50000000000006,0,0.7857142857142857,0.9285714285714286,0.38461538461538464,3.076923076923077
standard,batching,100156,12,12,11,0,39,1,105.65000000000006,0,0.9166666666666666,1.0,0.08333333333333333,3.25
standard,batching,100157,17,15,8,2,41,15,109.15000000000006,0,0.47058823529411764,0.8823529411764706,1.0,2.7333333333333334
standard,batching,100158,15,12,9,3,40,11,74.30000000000004,0,0.6,0.8,0.9166666666666666,3.3333333333333335
standard,batching,100159,17,14,10,2,45,13,88.35000000000005,1,0.5882352941176471,0.8235294117647058,0.9285714285714286,3.2142857142857144
standard,batching,100160,12,12,12,0,43,0,104.95000000000002,0,1.0,1.0,0.0,3.5833333333333335
standard,batching,100161,19,15,14,2,46,1,101.20000000000007,2,0.7368421052631579,0.7894736842105263,0.06666666666666667,3.066666666666667
standard,batching,100162,16,12,5,3,39,20,58.95,1,0.3125,0.75,1.6666666666666667,3.25
standard,batching,100163,15,14,14,1,39,0,118.35000000000002,0,0.9333333333333333,0.9333333333333333,0.0,2.7857142857142856
standard,batching,100164,11,11,10,0,27,1,99.85000000000002,0,0.9090909090909091,1.0,0.09090909090909091,2.4545454545454546
standard,batching,100165,15,14,14,1,32,0,120.80000000000007,0,0.9333333333333333,0.9333333333333333,0.0,2.2857142857142856
standard,batching,100166,13,13,13,0,36,0,117.40000000000006,0,1.0,1.0,0.0,2.769230769230769
standard,batching,100167,13,13,11,0,36,3,115.30000000000007,0,0.8461538461538461,1.0,0.23076923076923078,2.769230769230769
standard,batching,100168,8,8,8,0,23,0,71.94999999999999,0,1.0,1.0,0.0,2.875
standard,batching,100169,14,13,8,1,40,8,102.40000000000006,0,0.5714285714285714,0.9285714285714286,0.6153846153846154,3.076923076923077
standard,batching,100170,13,13,13,0,37,0,117.05000000000004,0,1.0,1.0,0.0,2.8461538461538463
standard,batching,100171,17,14,8,3,43,20,86.95,0,0.47058823529411764,0.8235294117647058,1.4285714285714286,3.0714285714285716
